text,sentiment
GOP Debate News - Trump Shocks GOP Faithful http://t.co/FIU8XExfZH  #DonaldTrump  #GOPDebate http://t.co/D5SeyjNd7W,neutral
#GOPDebate shows no clear winner. The firing squad went for #Hillary although their dismal past performance records were clearly on display.,neutral
RT @seanhannity: .@JohnKasich: “I’ve always been underestimated.” #GOPDebate #Hannity,neutral
At least the Canadian debate had some eye-candy in it.... #macdebate #GOPDebate http://t.co/Mlww1iVpuh,neutral
RT @jeremyschulman: Check out @BernieSanders' tweet storm about Fox's #GOPDebate http://t.co/Q7cHoiKd7L http://t.co/WrlF1sNdSA,neutral
RT @g_babytweetz: I watched the #GOPDebate and #DonaldTrump is a piece of shit,negative
"#GOPDebate winners: Trump, Cruz, Carson, Kasich, Huckabee, Fiorina
#POTUS #Trump2016 #republicans",positive
RT @justiceonly: @FoxNews #GOPDebate These Megan Kelly tweets say it all https://t.co/CVkZqinxu1 https://t.co/kIHafYCsS7 GOP setup to fail …,negative
RT @DavidLeopold: Watching the #GOPDebate 2nite? The place 2b in #CLE is @MonchosBarCLE http://t.co/fAbiesQYEU @LaMega877 @djbakan @IsabelF…,neutral
"RT @greghuber1204: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/s90GINhWOM",neutral
Last night's #GOPDebate: What topics merited attention/Which were ignored  http://t.co/5xre9owpq0 cc: @robertsmsnbc @allinwithchris @maddow,neutral
"My takeaways:
Rubio cemented himself as damn good candidate
Christie reminded everyone he's legit 
Kasich stood out w/ time given
#GOPDebate",positive
@NPR and I'm sure Immigrant Song came up #GOPdebate or #ledzepplin,positive
I pick Trump. Most likely to start a war with a county because of a personal insult. #realdonaldtrump #GOPDebate #draftdeferment,negative
RT @alexandergold: Kim Kardashian and Kanye West's selfie with Hillary Clinton is more important than anything said at the #GOPDebate.,positive
@MilitantJD @megynkelly @FoxNews  She's not doing it for me anymore with all the negative setups to her questions. #GOPDebate,negative
"Jesus thinks you're a jerk, #FuckfaceVonClownstick. http://t.co/4KfJGznyMX #indiebook #GOPDebate #FridayReads",negative
.@ScottWalker's line on #Russia's knowledge of the #Clinton emails was pretty good. #GOPDebate,positive
RT @youngrepub_: Rubio is my man right now. So well-spoken. Very impressive. #GOPDebate #DebateWithFFL,positive
@Newsweek @tedcruz Priceless💛❤️ My favorite picture and it speaks volumes about this amazing man. #CruzCrew #GOPDebate @marklevinshow #ccot,positive
"Lots calling Trump the big loser last night. He was a goof, for sure. But did anyone do anything to shake up his numbers? #GOPDebate",negative
Watching @megynkelly ask Trump about the sexist stuff again and that couldn't have been easy. While the crowd roars its misogyny. #GOPDebate,negative
"RT @kdstarbux: #Fiorina likely emerged a winner by not sharing the second #GOPDebate stage, but shining brightly on the first one.",positive
RT @carolineknob: I want to know what they say to each other during commercial breaks. #GOPDebate,neutral
The only commentary needed for last night's #GOPDebate: @sorkinese. #westwing ftw! :),positive
Mr Trump's questions were NO tougher than anyone else's. When you get center stage you gotta be able to take the heat. #GOPDebate,negative
"RT @JonathanJewel: GOP are going crazy over Carly Fiorina

That's not surprising

GOP loves people who knows how to crash an economy  

#GO…",negative
"@realDonaldTrump Our country is a mess and all these ""mods"" do is attack with personal hate. Makes me sad to be an American.#GOPDebate",negative
@BecketAdams no way can the Dems ever be that much fun! #GOPDebate,positive
@realDonaldTrump @megynkelly is a bimbo because? #GOPDebate media bias!,negative
"RT @PhoenixWomanMN: @LanceMannion No. He lied like a rug, but at least he lied coherently.  #Jeb can't even do that, it turns into word sal…",negative
#GOPDebate is a horrible tag. I know I'm not going to vote for any of the candidates but that fact that white America is ok with them...,negative
RT @Todd_Spencer: Chrissy 'Tingles' Matthews gets his ass handed to him by Carly Fiorina. 😄😄😄 http://t.co/h5P56Xx2rG #GOPDebate,negative
'Are you the father of Bristol Palin's baby?': #DebateQuestionsWeWantToHear http://t.co/coKkks1Ugj. #WeGotEd #Gopdebate,neutral
".@howardfineman verdict on #GOPdebate: Trump Trips, but Trumpism Wins
http://t.co/jaPp3PBI8u",positive
#GOPDebate may have been the most-watched primary debate in history—twice as big as previous record? http://t.co/n9Klq6ujJF @CNNMoney,neutral
"Other than question to Walker, nothing on race, criminal justice either. Guess Fox and GOP know their white audience doesn't care #GOPDebate",negative
"@FloggerMiester we get it if @realDonaldTrump wants to be honest, but no one wants an arrogant and unethical president #nohate #GOPDebate",negative
"My #GOPDebate review:👎🏻-Bush, Kasich; Eh-Huckabee, Christie; OK, wanted more-Paul, Cruz, Rubio; 👍🏻-Trump, Walker, Carson. Overall-good group",positive
"""Mr.Trump, you've called women fat pigs, dogs, slobs, and disgusting animals...""
""Only Rosie O'Donnell.""
*laughter, applause*
#GOPDebate",negative
RT @CynthiaRoldan: Early numbers suggest #GOPdebate the most-watched primary debate in history http://t.co/weyG5ZLnSK,positive
"Issue isnt guy w 16 followers. Issue is Trump agreed w it enough to RT.
#GOPDebate  https://t.co/RrLlLVATET",neutral
"RT @deray: Someone, go give Ben Carson a pep talk. He seems defeated. I mean, he won't ever win. But he just sounds sad now. #GOPDebate",negative
How should the US respond to Vladmir Putin? See Republican Candidates repsonse http://t.co/ki38DkyScT #GOPDebate #ForeignPolicy #FoxDebate,neutral
"RT @Keening_Product: In a country of runaway #capitalism and money worship, #Trump's popularity is not surprising. #Lateline #GOPDebate #US…",negative
#GOPDebate Failure: https://t.co/oamvKfFO5q,negative
"#GOPDebate I was struck by Jeb saying, he humbly urged people to vote when they get the chance. Great leaders are humble. Lincoln, Reagan",positive
"Move over gents. #GOPdebate Two debates, one winner — Carly http://t.co/KueVBlsuGK via @DCExaminer",positive
".@iamrobineublind
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",negative
"I'll admit, some of @realDonaldTrump's commentary during the #GOPDebate was quite hilarious.",positive
RT @OhNoSheTwitnt: The audience is like WOO YEAH! THE CONSTITUTION ROCKS! #GOPDebate,neutral
@rhondalevaldo How is @UNITY_JFD working on poverty issues? #TalkPoverty #GOPDebate,neutral
RT @MrPeytonReed: Ted Cruz looks like the poor actor in prosthetics who replaced Crispin Glover in BACK TO THE FUTURE PART 2. #GOPDebate,negative
"Actually Trump, we live in the least violent time in human history. #GOPDebate",positive
"RT @rabiasquared: Are you there God? It's me, #Trump's hair #GOPDebate",neutral
Thinking about getting tickets to next month's #GOPdebate for @Mikercardenas for his birthday. You wanna chip in @Haylow @larebecky?,neutral
"If you thought COPD was bad, I woke up this morning with a bad case of GOPD! Hope the XLax kicks in soon! #GOPDebate",negative
@CrystalPrebola she made a fool out of herself. @megynkelly lost a lot of respect from many #GOPDebate,negative
"RT @chuckwoolery 
There are a lot of good people running.
That’s my takeaway.

#GOPDebate",positive
"RT @BettyBowers: Please tell anyone playing an ""OBAMACARE"" drinking game what happened after the first half of the #GOPDebate when they com…",neutral
#GOPDebate Results: https://t.co/3jlaQXZfAA,neutral
"RT @kavithadavidson: I will totally stay tuned for god, Megyn. #GOPDebate",positive
If you ignore the #propaganda you would know that 6million more people are in #poverty under #Obama #GOPDebate #tcot https://t.co/TEVcpjqeIA,negative
(via http://t.co/ZOtA3QU9qC ) CNN: Did you watch #GOPDebate last night? Here are 8 takeaways from the event: … http://t.co/3nI1GB0SQI,neutral
How can ANYONE stop ISIS in 90 days? That’s a setup question. #GOPDebate,negative
"@PolitixGal @garthkirkwood ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",neutral
RT @DabneyPorte: Ohhhh #BenCarson. Your honesty and beautiful soul make us love you #gopdebate,positive
"@LarronB overall the @GOP candidates demonstrated competence, command of the issues &amp; a shared optimistic vision. Thts what mttrs #GOPDebate",positive
Wait... did anyone bring up climate change and green energy at the debate last night? #GOPDebate,neutral
"RT @NetAdvisor: #GOPDebate LIVE: #BenCarson 
I'm the only one who has taken out 1/2 a brain. But u would think that someone in Washington h…",neutral
Entertainment  at its finest.  Can't  help but wonder how #educated  #Americans are reacting  to #GOPDebate or the lack thereof.,negative
"#Huckabee : ""the purpose of the military is to kill people and break things"", I thought military was for national security? #GOPDebate",negative
RT @ValeeGrrl: Why does this debate panel make me think of this? #GOPDebate http://t.co/eq8d6AuDqm,neutral
"GOP are going crazy over Carly Fiorina

That's not surprising

GOP loves people who knows how to crash an economy  

#GOPDebate",negative
@realDonaldTrump's narcissism got in the way of the outrage that #GOP voters have found appealing http://t.co/BQRoLmrwre #GOPDebate,negative
RT @MartinOMalley: We need to expand #SocialSecurity and we need to be unabashed about it. #GOPDebate #WWOMD http://t.co/5gVkAN7xWm,neutral
There was a lot of 'God' going on last night. #GOPDebate,neutral
RT @etammykim: .@allDigitocracy There was SO little #talkpoverty in the #GOPDebate. The closest we got was Kasich defending OH's Medicaid e…,negative
"#GOPDebate  Until men stop trying to control women's bodies with laws it will be hard to teach that ""no means no"" in a meaningful way.",negative
"RT @full_of_moxie: it's such a low bar we set, but I was mostly impressed with @JohnKasich's ability to act like he had some sense on stage…",positive
RT @nascarcasm: WHAT WE LEARNED: Ronda Rousey can knock someone out in less time than it takes for a politician to answer a question. #GOPD…,neutral
I think I'm the only one that liked the #GOPDebate. I'm glad for the tough questions off the bat. I know where they stand on issues now 🇺🇸,positive
RT @RossCameron4: #GOPDebate rules used to require the audience to stay silent. The @GOP trusting audience to boo applaud was genius. http:…,positive
Excited to see how my personal favorites will continue to do after last night! @CarlyFiorina @marcorubio and @RealBenCarson #GOPDebate #2016,positive
RT @ZeitgeistGhost: What i or any other sane person thinks of the of 1st #GOPDebate doesn't matter. It's the soulless pittiful assholes who…,neutral
"Chris Wallace, Megyn Kelly and Bret Baier spoke for 31 minutes and 53 seconds of the roughly 2 broadcast, or 31.7% of the time. #GopDebate",neutral
"Hmm. Who new @ChrisChristie's father was the first person ever to graduate from college? #GOPdebate ""In my family"" missing?",negative
.@allDigitocracy There was SO little #talkpoverty in the #GOPDebate. The closest we got was Kasich defending OH's Medicaid expansion.,neutral
Last night #Rand Paul show us that he will face Donald #Trump and beat him many times if it possible #GOPDebate,positive
"@BenCarson2016 @SenTedCruz believable

#GOPDebate 

@megynkelly so #polished  #tough

@GovMikeHuckabee funny guy

Great #theater",positive
"Hands up who won the #GOPDebate polls show @realDonaldTrump to increase his lead after win,America trusts #Trump2016 http://t.co/GKa0V49AlB",positive
Blaming @megynkelly for your misogynistic attitudes is absolutely ridiculous. You proved again that you are ridiculous. #Trump #GOPDebate,negative
"RT @pramukta: “Anyone who campaigns for public office becomes disqualified for holding any office at all.” ― Thomas More, Utopia #GOPDebate",negative
#GOPDebate ratings: Fox News reportedly draws record audience for Republican debate http://t.co/8HpdUs1KUD,neutral
RT @MaryMorientes: To future GOP debates. #selfdestruct #GOPDebate #DonaldTrump #Hillary2016 hillary clinton #BenCarson #Kasich2016 http://…,neutral
"If @realDonaldTrump can't take questions based on his history from @megynkelly w/o going off, his inability to take heat=problem. #GOPDebate",negative
RT @crazylary51: #FoxDebate #GOPDebate  #Republicans THE U.S AXIS OF EVIL THAT IS #FOXNEWS http://t.co/PhvvbB7CFC”,negative
RT @QuillGroupEC: This is ridiculous. Megan Kelly thinks this show is about her. #GOPDebate,negative
So were some of the biggest positive audience responses at #GOPDebate to rhetoric about actively killing people &amp;/or letting women die ?,negative
I'm taking a poll: who do you think won the debate last night? RT with your answer!  #GOPdebate,neutral
Kinda liking #DonaldTrump for prez. #GOPDebate #KeepitReal,positive
http://t.co/7A6fwkAm8K I for one will watch something else at 9pm. They should move #hannity back to that spot #gopdebate,neutral
"RT @atmccann: shoutout to @bencasselman on that six hour #GOPDebate to #jobsday turnaround, BEAST MODE",neutral
RT @MarkOdum: after @foxnews #Gopdebate @megynkelly made it a mockery last night i look forward to #internationalbeerday,negative
@megynkelly you really were awful last night. Hope no one lets you host again just awful ugh and you were awkward.. #GOPDebate,negative
"RT @Sir_Max: bentonlee1: RT DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸… http://t.c…",positive
Looking at @Wonkette's liveblog from the #GOPdebate I'm proud of my livetweeting. My play by play was on par with... http://t.co/SPZ56HeTpG,positive
RT @aebrennen: Any candidate that rejects Common Core without a legitimate and thoughtful alternative should NOT be taken seriously. #GOPDe…,negative
RT @TheRossEverett: The guy hosting the periscope stream of the #GOPDebate I'm watching just took a bong hit and it's been the most sane th…,neutral
RT @kumailn: Guys! We've cured racism! I didn't realize until just now! Congrats all! #GOPDebate,negative
@greta @CarlyFiorina after last night @CarlyFiorina jumped to the top of my list! #GOPDebate #FOXNEWSDEBATE #Fiorina,positive
RT @KKawecki: Record audience for the #GOPDebate last night. Record numbers of people call in 'sick' to work today.,neutral
